Experiment Name:,Exp_20201130_2

Tube Name:,Sample ID:,All Events ,Picochlorum Events,P2 Events,All Events  % Total,Picochlorum % Total,P2 % Total,All Events  % Parent,Picochlorum % Parent,P2 % Parent,All Events  Events/μL(V),Picochlorum Events/μL(V),P2 Events/μL(V),All Events  Mean FSC-A,Picochlorum Mean FSC-A,P2 Mean FSC-A,All Events  GeoMean FSC-A,Picochlorum GeoMean FSC-A,P2 GeoMean FSC-A,All Events  Median FSC-A,Picochlorum Median FSC-A,P2 Median FSC-A,All Events  rCV FSC-A,Picochlorum rCV FSC-A,P2 rCV FSC-A,All Events  rSD FSC-A,Picochlorum rSD FSC-A,P2 rSD FSC-A,All Events  CV FSC-A,Picochlorum CV FSC-A,P2 CV FSC-A,All Events  SD FSC-A,Picochlorum SD FSC-A,P2 SD FSC-A,All Events  Mean SSC-A,Picochlorum Mean SSC-A,P2 Mean SSC-A,All Events  GeoMean SSC-A,Picochlorum GeoMean SSC-A,P2 GeoMean SSC-A,All Events  Median SSC-A,Picochlorum Median SSC-A,P2 Median SSC-A,All Events  rCV SSC-A,Picochlorum rCV SSC-A,P2 rCV SSC-A,All Events  rSD SSC-A,Picochlorum rSD SSC-A,P2 rSD SSC-A,All Events  CV SSC-A,Picochlorum CV SSC-A,P2 CV SSC-A,All Events  SD SSC-A,Picochlorum SD SSC-A,P2 SD SSC-A,All Events  Mean PE-A,Picochlorum Mean PE-A,P2 Mean PE-A,All Events  GeoMean PE-A,Picochlorum GeoMean PE-A,P2 GeoMean PE-A,All Events  Median PE-A,Picochlorum Median PE-A,P2 Median PE-A,All Events  rCV PE-A,Picochlorum rCV PE-A,P2 rCV PE-A,All Events  rSD PE-A,Picochlorum rSD PE-A,P2 rSD PE-A,All Events  CV PE-A,Picochlorum CV PE-A,P2 CV PE-A,All Events  SD PE-A,Picochlorum SD PE-A,P2 SD PE-A,All Events  Mean PC5.5-A,Picochlorum Mean PC5.5-A,P2 Mean PC5.5-A,All Events  GeoMean PC5.5-A,Picochlorum GeoMean PC5.5-A,P2 GeoMean PC5.5-A,All Events  Median PC5.5-A,Picochlorum Median PC5.5-A,P2 Median PC5.5-A,All Events  rCV PC5.5-A,Picochlorum rCV PC5.5-A,P2 rCV PC5.5-A,All Events  rSD PC5.5-A,Picochlorum rSD PC5.5-A,P2 rSD PC5.5-A,All Events  CV PC5.5-A,Picochlorum CV PC5.5-A,P2 CV PC5.5-A,All Events  SD PC5.5-A,Picochlorum SD PC5.5-A,P2 SD PC5.5-A,All Events  Mean PC5.5-Width,Picochlorum Mean PC5.5-Width,P2 Mean PC5.5-Width,All Events  GeoMean PC5.5-Width,Picochlorum GeoMean PC5.5-Width,P2 GeoMean PC5.5-Width,All Events  Median PC5.5-Width,Picochlorum Median PC5.5-Width,P2 Median PC5.5-Width,All Events  rCV PC5.5-Width,Picochlorum rCV PC5.5-Width,P2 rCV PC5.5-Width,All Events  rSD PC5.5-Width,Picochlorum rSD PC5.5-Width,P2 rSD PC5.5-Width,All Events  CV PC5.5-Width,Picochlorum CV PC5.5-Width,P2 CV PC5.5-Width,All Events  SD PC5.5-Width,Picochlorum SD PC5.5-Width,P2 SD PC5.5-Width
C13 FF 64X,,4021672,8913,6146,100.00%,0.22%,0.15%,100.00%,0.22%,0.15%,44685.11,99.03,68.29,2.6,975.4,741.0,-0.1,920.6,498.1,-0.4,943.2,520.0,30059.71%,33.78%,84.12%,120.2,318.6,437.4,11040.24%,33.77%,99.37%,284.0,329.4,736.4,59.4,2974.0,32462.1,0.3,2717.5,24153.0,-3.0,2854.5,22743.3,8895.60%,38.26%,72.06%,266.9,1092.2,16388.7,5049.90%,45.62%,95.47%,2998.1,1356.7,30992.7,2.3,147.1,11.3,1.5,108.1,8.7,2.1,151.4,12.1,9693.38%,169.90%,1719.45%,203.6,257.2,207.2,8952.20%,178.41%,1873.18%,207.2,262.4,210.8,58.9,15107.5,218.7,19.9,14639.8,31.4,26.2,14388.5,31.4,951.24%,27.26%,822.04%,249.2,3922.5,258.1,1318.70%,26.01%,801.13%,776.7,3929.0,1752.0,19.9,1061.0,32.9,13.5,1059.9,19.0,18.6,1061.6,21.8,973.27%,4.12%,850.33%,180.8,43.8,185.0,973.01%,4.68%,675.10%,193.2,49.7,221.9
C13 FF 128X,,4223259,4957,8778,100.00%,0.12%,0.21%,100.00%,0.12%,0.21%,46925.13,55.08,97.53,2.4,975.6,770.5,0.0,919.8,517.2,-0.4,948.3,531.1,30170.91%,33.83%,81.50%,120.7,320.8,432.8,10360.69%,33.36%,104.15%,253.7,325.5,802.5,80.1,2981.9,33793.4,1.0,2724.4,24832.8,-2.0,2853.9,23078.5,13328.57%,40.23%,73.19%,266.6,1148.1,16891.3,3548.00%,44.60%,99.35%,2841.2,1329.9,33573.1,2.4,171.4,13.8,1.6,128.0,9.8,2.4,172.3,10.8,8469.35%,149.03%,1879.11%,203.3,256.8,202.0,8618.13%,152.54%,1503.70%,207.0,261.5,207.7,44.2,14988.0,121.4,19.9,14537.1,25.7,27.2,14309.6,32.7,914.09%,27.03%,760.57%,248.6,3868.4,248.7,1330.51%,25.68%,1058.23%,587.9,3849.2,1284.6,19.7,1062.6,27.5,13.8,1061.4,17.0,19.3,1063.1,23.3,936.12%,4.34%,773.35%,180.5,46.1,180.1,966.83%,4.84%,737.74%,190.1,51.4,203.2
X13 FF 64X,,4154758,4563,6234,100.00%,0.11%,0.15%,100.00%,0.11%,0.15%,46163.89,50.70,69.27,2.4,986.7,808.8,0.1,929.3,531.0,0.0,961.6,528.8,####,34.15%,84.18%,120.1,328.4,445.1,9899.18%,33.17%,106.59%,241.3,327.3,862.1,65.4,2994.8,35671.6,1.2,2741.6,25569.9,-1.2,2880.1,23344.7,22177.22%,39.54%,74.55%,266.1,1138.8,17404.3,12013.53%,44.41%,103.57%,7857.9,1329.9,36946.4,2.5,150.3,10.9,1.6,110.2,6.3,2.4,149.7,10.3,8475.53%,169.26%,1916.53%,203.4,253.4,196.4,8422.01%,177.04%,1885.34%,207.2,266.2,205.9,43.6,15102.6,172.6,20.1,14655.9,27.4,27.4,14398.1,33.3,907.96%,27.67%,760.00%,248.8,3984.3,253.1,1322.25%,25.05%,950.62%,576.3,3783.9,1640.8,19.9,1059.2,29.3,13.9,1058.1,17.4,19.5,1059.5,23.8,927.67%,4.21%,769.34%,180.5,44.6,183.4,956.90%,4.60%,722.38%,190.2,48.7,211.6
X13 FF 128X,,4147474,2421,8593,100.00%,0.06%,0.21%,100.00%,0.06%,0.21%,46082.85,26.90,95.48,2.0,991.1,771.1,0.0,932.0,515.6,-0.3,965.3,526.9,40178.45%,34.25%,82.98%,120.5,330.6,437.2,13496.09%,33.53%,100.77%,273.4,332.3,777.0,79.0,3028.5,34019.5,1.6,2758.0,24942.5,-1.3,2867.7,23008.1,20482.69%,40.56%,73.39%,266.3,1163.2,16884.7,3434.34%,46.77%,96.14%,2712.8,1416.5,32706.1,2.4,175.8,11.8,1.6,130.7,7.0,2.4,171.7,12.7,8469.35%,141.44%,1613.35%,203.3,242.8,204.9,8473.67%,148.23%,1769.65%,207.1,260.6,208.0,36.4,15000.0,73.8,20.3,14546.3,20.9,28.0,14435.9,29.7,887.44%,27.06%,864.60%,248.5,3906.9,256.8,1237.12%,25.37%,1248.68%,450.9,3805.3,921.4,19.9,1059.6,20.7,14.2,1058.4,14.3,19.8,1060.5,21.1,908.49%,4.19%,874.86%,180.2,44.4,184.6,947.15%,4.90%,948.98%,188.5,51.9,196.4
Y13 FF 64X,,4021469,5635,6340,100.00%,0.14%,0.16%,100.00%,0.14%,0.16%,44682.83,62.61,70.44,2.3,974.1,745.3,0.1,919.4,498.6,-0.1,940.3,500.2,120238.83%,33.71%,82.49%,120.2,317.0,412.6,6484.39%,33.33%,104.24%,148.4,324.7,776.9,63.1,2932.4,32871.0,1.3,2676.0,24108.0,-1.6,2799.1,21973.8,16642.18%,38.84%,70.89%,266.3,1087.0,15577.5,6332.88%,46.03%,100.67%,3994.5,1349.8,33090.7,2.5,160.4,9.8,1.6,118.4,5.5,2.4,160.0,10.9,8481.71%,160.86%,1868.89%,203.6,257.4,203.7,8211.60%,163.35%,2124.82%,207.2,262.0,207.9,47.0,14614.9,155.4,20.0,14181.1,29.7,26.9,13888.1,34.8,925.94%,26.59%,712.97%,249.1,3692.3,248.1,1317.79%,25.98%,906.02%,619.3,3796.9,1408.2,19.8,1058.0,30.6,13.7,1056.8,18.7,19.1,1058.8,25.2,948.34%,4.22%,716.75%,180.7,44.7,180.9,963.08%,4.76%,687.42%,191.0,50.3,210.5
Y13 FF 128X,,4122073,3102,8351,100.00%,0.08%,0.20%,100.00%,0.08%,0.20%,45800.75,34.47,92.79,2.9,973.2,763.9,0.1,918.6,513.3,-0.1,944.4,525.9,121128.39%,33.11%,82.63%,121.1,312.7,434.6,14281.66%,33.11%,102.63%,416.4,322.2,784.0,77.7,2911.0,33492.8,1.6,2667.0,24718.3,-1.4,2763.9,23007.4,19019.64%,39.25%,72.19%,266.3,1085.0,16609.3,4649.44%,44.09%,95.90%,3614.9,1283.5,32121.3,2.5,182.4,7.5,1.6,132.8,5.5,2.5,179.9,8.6,8130.58%,143.81%,2368.71%,203.3,258.6,203.7,8277.93%,147.41%,2790.39%,207.0,268.9,210.1,38.3,14479.6,120.5,20.2,14041.4,25.9,27.8,13753.3,28.8,892.76%,25.39%,877.20%,248.2,3491.5,252.6,1261.87%,25.94%,1050.99%,483.3,3756.3,1266.9,19.8,1058.3,27.3,14.0,1057.2,16.7,19.7,1058.0,20.0,914.55%,4.27%,905.81%,180.1,45.2,180.8,953.19%,4.54%,738.82%,189.0,48.1,201.5
Z13 FF 64X,,4216613,6105,5609,100.00%,0.14%,0.13%,100.00%,0.14%,0.13%,46851.24,67.83,62.32,2.0,948.6,723.7,0.0,892.4,483.9,-0.2,915.7,493.4,60045.30%,35.05%,81.10%,120.1,321.0,400.2,7061.72%,33.94%,105.65%,142.6,321.9,764.6,50.5,2822.1,31343.6,0.8,2568.2,23280.6,-1.5,2701.5,21410.3,17741.78%,41.26%,69.92%,266.1,1114.8,14970.0,7156.30%,45.59%,96.81%,3616.2,1286.7,30342.6,2.5,165.6,4.8,1.6,122.8,2.7,2.4,166.1,7.0,8481.71%,152.19%,2886.83%,203.6,252.8,202.1,8325.04%,157.29%,4392.28%,207.3,260.5,209.4,46.8,14044.5,213.6,20.0,13615.0,32.1,27.1,13431.0,34.5,918.56%,27.40%,759.35%,248.9,3679.8,262.0,1299.33%,25.51%,858.76%,607.7,3582.8,1834.1,19.8,1055.8,35.1,13.7,1054.7,19.9,19.2,1056.1,24.0,942.69%,4.54%,787.02%,180.7,47.9,188.5,965.14%,4.68%,631.83%,191.2,49.4,221.9
Z13 FF 128X,,4141554,3217,8101,100.00%,0.08%,0.20%,100.00%,0.08%,0.20%,46017.01,35.74,90.01,2.4,954.3,764.5,0.1,900.5,510.0,-0.1,919.8,526.7,120831.91%,33.74%,82.19%,120.8,310.3,432.9,14082.46%,33.01%,104.24%,343.0,315.0,796.9,75.5,2834.9,33873.0,1.5,2570.3,24753.5,-1.5,2692.5,22915.0,17761.55%,41.27%,72.94%,266.4,1111.1,16713.5,5040.91%,46.66%,100.78%,3807.6,1322.9,34137.6,2.3,175.8,13.0,1.5,129.2,11.1,2.3,177.6,13.8,8831.14%,140.00%,1505.16%,203.1,248.6,207.7,8954.65%,145.64%,1613.38%,207.0,256.1,209.5,38.3,13986.8,124.4,20.1,13574.6,26.6,28.0,13356.5,35.5,886.91%,26.76%,697.45%,248.3,3574.5,247.6,1242.43%,24.92%,1026.81%,475.5,3485.6,1277.0,19.8,1055.4,28.3,14.0,1054.2,17.7,19.9,1056.7,25.0,905.60%,4.47%,709.37%,180.2,47.2,177.2,954.02%,4.77%,714.16%,189.0,50.3,201.8
A14 64X,,4129185,7945,7523,100.00%,0.19%,0.18%,100.00%,0.19%,0.18%,45879.69,88.28,83.59,2.9,1023.9,799.0,0.0,962.3,523.5,-0.5,979.9,532.7,24136.73%,34.53%,83.77%,120.7,338.3,446.3,7945.46%,35.20%,108.43%,231.0,360.4,866.4,73.3,3092.3,34948.7,0.4,2801.0,25144.2,-3.4,2918.0,23039.9,7844.70%,39.85%,72.63%,266.7,1163.0,16734.0,3859.70%,48.17%,104.62%,2830.6,1489.4,36565.0,2.5,223.9,8.1,1.6,167.7,6.6,2.3,221.4,4.8,8844.03%,116.99%,4253.21%,203.4,259.0,204.2,8221.76%,119.79%,2568.54%,207.1,268.3,208.8,56.2,15643.2,226.6,20.1,15096.7,30.6,26.8,14879.0,30.2,928.28%,28.08%,825.25%,248.8,4178.1,249.2,1345.51%,27.30%,801.92%,756.3,4271.2,1817.4,20.0,1057.6,31.7,13.7,1056.5,17.9,19.0,1058.4,21.4,951.57%,4.18%,856.98%,180.4,44.3,183.8,963.75%,4.73%,684.92%,192.3,50.0,217.0
A14 128X,,4054553,4093,7463,100.00%,0.10%,0.18%,100.00%,0.10%,0.18%,45050.39,45.48,82.92,2.4,1028.2,799.8,0.1,967.4,521.0,-0.1,986.1,539.1,120387.10%,33.95%,84.21%,120.4,334.8,454.0,11252.48%,35.15%,108.68%,265.9,361.4,869.3,74.3,3075.6,35352.6,1.4,2797.3,25446.4,-1.3,2922.2,23542.5,20459.88%,38.73%,75.05%,266.0,1131.8,17667.7,4586.01%,46.67%,100.54%,3409.1,1435.3,35542.6,2.5,241.2,6.8,1.6,181.9,3.1,2.3,240.9,4.3,8837.59%,104.81%,4723.63%,203.3,252.5,203.1,8416.61%,109.36%,3066.80%,206.9,263.7,209.0,43.0,15706.4,122.1,20.3,15182.3,22.1,27.6,15044.8,24.5,900.84%,27.81%,990.62%,248.6,4183.6,242.7,1337.98%,26.71%,1150.55%,575.9,4194.5,1404.4,19.9,1062.0,24.1,14.0,1060.9,13.5,19.6,1062.6,17.4,921.80%,4.15%,1020.88%,180.4,44.1,177.6,951.15%,4.49%,833.34%,189.7,47.6,200.5
B14 64X,,4135028,9206,3748,100.00%,0.22%,0.09%,100.00%,0.22%,0.09%,45944.65,102.29,41.64,2.6,973.1,754.9,0.1,918.7,500.5,-0.2,939.7,511.3,60119.44%,33.42%,83.47%,120.2,314.1,426.8,8476.04%,32.94%,101.27%,220.0,320.5,764.5,38.1,2984.0,32887.0,0.3,2738.3,24079.0,-2.2,2860.4,22221.3,12089.93%,38.63%,71.34%,266.0,1104.9,15852.4,4658.64%,41.91%,97.77%,1773.0,1250.7,32153.0,2.6,210.0,7.5,1.6,156.8,3.3,2.3,209.9,4.8,8831.14%,121.04%,4357.28%,203.1,254.1,207.0,8003.26%,126.76%,2766.28%,207.2,266.2,208.0,60.6,15593.3,299.3,20.2,15140.7,40.7,26.5,14915.7,41.5,939.91%,26.24%,612.00%,249.1,3914.1,253.7,1318.51%,24.85%,685.50%,799.5,3874.7,2052.0,20.3,1059.3,44.0,13.7,1058.0,24.3,18.8,1059.0,30.2,960.15%,4.10%,602.41%,180.7,43.4,182.1,953.93%,5.09%,521.70%,193.2,53.9,229.6
B14 128X,,4195909,5161,8424,100.00%,0.12%,0.20%,100.00%,0.12%,0.20%,46621.13,57.34,93.60,2.9,990.8,752.7,0.0,935.6,505.8,-0.2,954.3,523.3,60193.57%,32.70%,81.05%,120.4,312.1,424.2,13072.74%,33.31%,102.13%,381.4,330.0,768.8,77.9,3075.3,33027.4,0.9,2803.6,24436.2,-2.2,2926.5,22749.6,12096.67%,36.92%,71.99%,266.1,1080.4,16376.4,5318.83%,47.59%,96.56%,4145.1,1463.5,31892.4,2.3,233.3,10.7,1.4,174.9,6.9,2.1,235.2,11.1,9672.20%,111.64%,1812.36%,203.1,262.6,202.1,8946.53%,115.23%,1924.48%,207.0,268.8,205.0,46.2,15717.6,170.5,20.1,15239.6,29.4,27.3,15045.0,34.2,910.20%,27.17%,744.77%,248.5,4087.4,254.7,1350.36%,25.69%,941.88%,624.0,4038.6,1606.0,19.9,1062.0,29.9,13.9,1060.9,18.7,19.4,1062.8,24.5,930.93%,4.05%,755.89%,180.2,43.1,185.1,956.88%,4.66%,708.20%,190.3,49.5,212.0
C14 64X,,4090440,9850,3645,100.00%,0.24%,0.09%,100.00%,0.24%,0.09%,45449.15,109.44,40.50,2.8,971.4,874.1,0.2,914.4,554.2,-0.1,944.3,557.2,120683.64%,34.58%,86.77%,120.7,326.5,483.5,6859.02%,33.60%,110.13%,189.7,326.4,962.6,41.7,3002.7,37606.2,0.3,2752.4,26297.8,-2.3,2886.6,23730.3,11557.83%,38.26%,76.42%,265.8,1104.5,18134.6,4315.10%,43.38%,107.21%,1798.4,1302.5,40317.4,2.5,208.9,11.8,1.6,156.6,8.5,2.3,212.4,13.0,8850.48%,119.93%,1571.56%,203.6,254.8,204.3,8298.76%,126.03%,1791.39%,207.2,263.3,211.9,62.4,15254.5,416.7,20.2,14796.8,39.0,26.7,14611.0,33.1,933.43%,27.08%,765.94%,249.2,3956.3,253.5,1302.37%,25.20%,612.05%,812.8,3844.4,2550.2,20.2,1058.5,43.9,13.6,1057.3,21.9,18.9,1058.5,23.2,956.72%,4.20%,794.22%,180.8,44.4,184.5,958.79%,4.84%,564.02%,193.7,51.2,247.3
C14 128X,,4082358,5270,8398,100.00%,0.13%,0.21%,100.00%,0.13%,0.21%,45359.39,58.56,93.31,3.2,979.6,779.0,0.0,923.6,502.2,-0.3,955.2,512.8,40227.88%,33.77%,84.56%,120.7,322.6,433.7,12412.91%,32.93%,110.78%,402.3,322.6,863.0,80.1,2997.6,34341.4,0.6,2735.8,24419.9,-2.9,2847.6,22160.4,9197.23%,39.03%,73.09%,266.7,1111.4,16196.0,3634.40%,45.62%,106.71%,2910.3,1367.5,36647.1,2.3,226.0,8.8,1.5,167.1,6.6,2.2,222.6,7.2,9239.29%,115.96%,2819.00%,203.3,258.2,203.0,9062.02%,115.91%,2372.62%,207.0,261.9,209.4,46.3,15189.8,146.6,20.1,14738.1,24.6,27.2,14445.0,28.3,913.54%,26.07%,889.30%,248.5,3766.0,251.7,1334.81%,25.18%,996.84%,618.0,3825.3,1461.7,19.8,1062.2,26.2,13.9,1061.1,15.6,19.3,1062.6,19.6,932.51%,4.27%,931.07%,180.2,45.3,182.4,960.65%,4.50%,789.81%,190.4,47.8,206.6
X14 64X,,4170860,5518,6564,100.00%,0.13%,0.16%,100.00%,0.13%,0.16%,46342.82,61.31,72.93,2.7,991.9,794.6,0.1,933.3,514.8,-0.1,954.7,520.7,120535.39%,34.21%,83.54%,120.5,326.6,435.0,11521.14%,33.66%,114.31%,308.2,333.8,908.3,63.1,3032.7,34997.1,1.0,2776.8,24941.7,-1.6,2897.5,22579.7,16632.92%,39.15%,72.07%,266.1,1134.5,16272.9,3768.01%,44.14%,105.85%,2377.7,1338.6,37044.7,2.4,196.5,12.5,1.5,146.6,7.0,2.3,197.6,11.2,8831.14%,129.77%,1824.13%,203.1,256.5,204.3,8603.32%,134.09%,1683.24%,206.9,263.5,210.4,46.9,15278.3,157.3,20.1,14818.8,28.2,27.2,14525.5,34.9,914.09%,26.69%,725.37%,248.6,3876.6,253.2,1338.05%,25.48%,953.47%,627.1,3892.4,1499.9,19.9,1061.0,29.1,13.8,1059.9,17.4,19.3,1061.7,25.2,935.05%,4.07%,732.45%,180.4,43.2,184.8,959.71%,4.46%,722.73%,190.7,47.3,210.0
X14 128X,,4066542,2902,8000,100.00%,0.07%,0.20%,100.00%,0.07%,0.20%,45183.60,32.24,88.89,2.3,998.2,790.1,0.1,942.0,513.5,0.0,963.3,522.6,####,32.92%,82.92%,120.8,317.1,433.4,10781.76%,33.21%,112.51%,249.8,331.5,889.0,76.7,3088.6,35083.4,1.5,2810.4,25008.3,-1.4,2960.3,23054.2,18977.28%,38.87%,72.88%,265.7,1150.6,16802.5,3250.57%,46.93%,107.58%,2493.4,1449.5,37742.5,2.2,210.0,6.7,1.4,162.7,4.0,2.0,215.8,4.0,10148.40%,113.94%,5108.40%,203.0,245.9,201.8,9510.47%,121.69%,3106.83%,206.7,255.5,208.8,38.6,15357.1,128.8,20.3,14893.0,26.6,28.0,14648.7,35.8,886.91%,28.38%,702.52%,248.3,4157.9,251.2,1282.38%,25.27%,1127.21%,494.8,3880.8,1451.5,19.9,1061.6,28.0,14.1,1060.4,17.2,19.8,1062.3,25.9,908.78%,4.30%,700.00%,180.3,45.7,181.4,947.12%,4.76%,734.48%,188.9,50.5,205.4
Y14 64X,,4081647,5441,4074,100.00%,0.13%,0.10%,100.00%,0.13%,0.10%,45351.42,60.46,45.27,2.1,952.2,762.7,0.2,890.9,498.4,0.0,924.2,506.7,####,37.04%,83.49%,119.9,342.3,423.1,9456.78%,34.94%,108.08%,200.4,332.7,824.3,42.3,3097.0,33295.1,0.7,2844.4,23994.5,-1.4,2957.7,21943.2,18966.69%,38.40%,71.28%,265.5,1135.7,15641.8,6999.63%,43.42%,106.02%,2963.9,1344.8,35299.1,2.4,134.3,10.2,1.7,98.5,7.9,2.4,131.8,8.2,8463.17%,203.83%,2502.34%,203.1,268.6,205.2,8454.92%,203.99%,2045.99%,206.9,274.0,208.2,45.9,14691.0,222.8,19.8,14187.7,29.6,27.1,14148.6,22.4,917.46%,29.52%,1105.00%,248.6,4177.2,247.5,1329.35%,26.65%,777.83%,610.0,3915.3,1732.9,19.6,1067.9,30.9,13.6,1066.5,17.8,19.2,1070.0,16.7,941.45%,4.57%,1081.36%,180.4,48.9,180.8,971.12%,5.17%,718.14%,190.7,55.2,222.1
Y14 128X,,4105637,3085,8092,100.00%,0.08%,0.20%,100.00%,0.08%,0.20%,45618.09,34.28,89.91,2.2,939.8,765.0,0.0,879.0,505.3,-0.1,908.9,517.3,120980.16%,37.18%,81.87%,121.0,337.9,423.5,10807.92%,35.04%,104.51%,239.5,329.3,799.5,75.3,3154.8,33805.6,1.5,2888.8,24509.5,-1.4,2947.4,22481.0,19009.05%,37.97%,71.69%,266.1,1119.1,16116.9,3357.61%,47.38%,100.74%,2529.4,1494.8,34055.2,2.4,137.5,10.8,1.5,97.4,7.3,2.3,125.8,12.8,8824.69%,213.08%,1599.59%,203.0,268.1,204.7,8685.90%,204.08%,1928.54%,207.5,280.5,208.7,38.2,14409.5,112.5,20.1,13932.9,27.5,27.8,13828.7,33.2,892.76%,28.91%,763.18%,248.2,3998.1,253.4,1255.93%,26.05%,1004.60%,479.8,3753.6,1130.5,19.8,1061.9,28.5,14.0,1060.7,18.1,19.7,1063.1,23.7,914.74%,4.57%,789.54%,180.1,48.6,187.0,951.90%,4.73%,712.97%,188.9,50.2,203.1
Z14 64X,,4043264,6259,4235,100.00%,0.15%,0.10%,100.00%,0.15%,0.10%,44925.01,69.54,47.06,2.6,993.9,742.9,0.2,936.4,485.3,-0.1,963.3,506.1,120535.38%,34.01%,82.67%,120.5,327.7,418.4,11462.39%,33.17%,112.25%,301.1,329.6,833.9,41.5,3001.9,32280.7,1.0,2743.9,23478.2,-1.0,2862.8,21774.9,26553.37%,39.28%,71.46%,265.5,1124.4,15560.9,4149.59%,45.20%,109.47%,1720.1,1356.9,35338.0,2.5,216.0,16.4,1.6,163.4,12.1,2.2,215.5,17.2,9239.29%,115.79%,1204.18%,203.3,249.5,207.1,8360.49%,121.33%,1291.32%,207.0,262.1,211.4,49.5,14718.6,265.1,20.4,14289.1,33.7,27.4,14104.4,32.7,908.50%,27.30%,768.05%,248.9,3851.2,251.2,1308.85%,24.76%,731.93%,648.2,3644.5,1940.2,20.2,1063.0,38.2,14.0,1061.9,20.5,19.4,1062.8,23.8,928.82%,4.36%,766.74%,180.6,46.3,182.3,949.30%,4.79%,593.65%,191.3,50.9,226.5
Z14 128X,,4032346,3509,7841,100.00%,0.09%,0.19%,100.00%,0.09%,0.19%,44803.55,38.99,87.12,2.5,994.5,787.7,0.2,936.1,517.0,0.0,957.6,529.7,####,32.68%,82.85%,120.7,313.0,438.8,11087.35%,34.35%,107.86%,279.8,341.6,849.5,76.4,3010.8,34596.1,1.3,2754.6,24878.0,-1.6,2881.1,22629.4,16642.18%,38.62%,72.71%,266.3,1112.5,16453.9,4021.89%,45.47%,104.77%,3073.2,1369.1,36246.0,2.5,228.3,8.2,1.7,170.1,4.8,2.3,228.4,6.6,8831.14%,113.27%,3050.56%,203.1,258.7,201.3,8402.29%,116.65%,2513.84%,207.0,266.3,206.2,40.2,14608.5,132.1,20.3,14149.6,28.8,28.0,13860.1,36.6,886.91%,27.65%,688.64%,248.3,3832.7,252.0,1277.32%,26.80%,1024.25%,513.9,3915.0,1352.8,20.0,1063.0,29.0,14.1,1061.9,19.0,19.9,1064.2,25.9,907.62%,4.52%,700.61%,180.3,48.1,181.2,945.38%,4.57%,709.50%,189.3,48.6,205.8
A13 64X,,4134153,7122,8821,100.00%,0.17%,0.21%,100.00%,0.17%,0.21%,45934.87,79.13,98.01,3.0,1038.9,739.8,0.0,971.6,505.4,-0.6,988.5,525.5,20138.65%,35.20%,80.04%,120.8,348.0,420.6,9368.69%,37.75%,100.29%,278.6,392.2,741.9,79.6,3118.0,32661.7,0.2,2841.3,24323.5,-3.8,2946.6,22898.5,7034.55%,38.75%,72.06%,267.3,1141.8,16501.8,3901.34%,47.15%,96.56%,3106.0,1470.1,31537.0,2.4,164.7,11.8,1.5,119.2,7.7,2.3,161.6,12.4,8850.48%,156.98%,1624.88%,203.6,253.6,201.5,8478.88%,161.85%,1759.89%,207.4,266.6,208.4,53.4,15571.2,192.9,20.2,15023.8,30.0,27.2,14772.7,31.9,915.18%,27.05%,775.69%,248.9,3996.5,247.4,1350.18%,28.37%,910.16%,720.7,4417.1,1755.5,20.1,1058.5,30.9,13.8,1057.2,19.3,19.3,1058.3,23.3,934.59%,4.19%,766.92%,180.8,44.3,178.5,954.95%,5.05%,682.87%,192.1,53.5,210.9
A13 128X,,4065880,3661,8877,100.00%,0.09%,0.22%,100.00%,0.09%,0.22%,45176.27,40.68,98.63,2.2,1034.8,737.4,0.1,971.2,503.8,-0.2,996.9,526.4,60193.57%,33.91%,82.38%,120.4,338.0,433.7,10994.03%,36.15%,95.19%,246.2,374.1,701.9,78.9,3083.3,32373.8,1.3,2796.6,24315.3,-2.0,2921.9,22779.6,13350.81%,39.04%,72.81%,267.0,1140.6,16586.7,2772.43%,48.61%,89.45%,2186.7,1498.8,28958.7,2.5,168.8,8.2,1.6,119.5,5.1,2.3,165.6,7.5,8844.03%,159.81%,2704.26%,203.4,264.6,202.8,8403.26%,161.02%,2542.82%,207.3,271.8,209.1,41.0,15491.5,126.8,20.0,14972.9,28.8,27.4,14827.3,32.5,907.96%,27.87%,783.73%,248.8,4132.3,254.7,1329.20%,27.10%,994.18%,544.8,4198.9,1261.1,19.7,1056.5,29.2,13.9,1055.4,18.5,19.5,1058.2,23.3,926.64%,4.12%,793.44%,180.6,43.6,184.7,964.07%,4.62%,700.25%,189.7,48.8,204.5
