Timestamp for sample frequency every 1 min min, Temperature_Celsius,Relative_Humidity
2021-02-02 10:10:00,26.22,44.86
2021-02-02 10:11:00,26.19,44.8
2021-02-02 10:12:00,26.2,44.83
2021-02-02 10:13:00,26.2,44.81
2021-02-02 10:14:00,26.22,44.76
2021-02-02 10:15:00,26.2,44.75
2021-02-02 10:16:00,26.23,44.76
2021-02-02 10:17:00,26.22,44.79
2021-02-02 10:18:00,26.23,44.75
2021-02-02 10:19:00,26.26,44.84
2021-02-02 10:20:00,26.26,44.77
2021-02-02 10:21:00,26.26,44.75
2021-02-02 10:22:00,26.24,44.74
2021-02-02 10:23:00,26.27,44.77
2021-02-02 10:24:00,26.29,44.67
2021-02-02 10:25:00,26.29,44.69
2021-02-02 10:26:00,26.29,44.66
2021-02-02 10:27:00,26.27,44.63
2021-02-02 10:28:00,26.27,44.63
2021-02-02 10:29:00,26.31,44.65
2021-02-02 10:30:00,26.33,44.61
2021-02-02 10:31:00,26.31,44.58
2021-02-02 10:32:00,26.33,44.58
2021-02-02 10:33:00,26.34,44.61
2021-02-02 10:34:00,26.34,44.6
2021-02-02 10:35:00,26.33,44.61
2021-02-02 10:36:00,26.31,44.61
2021-02-02 10:37:00,26.31,44.58
2021-02-02 10:38:00,26.31,44.57
2021-02-02 10:39:00,26.36,44.62
2021-02-02 10:40:00,26.34,44.57
2021-02-02 10:41:00,26.34,44.5
2021-02-02 10:42:00,26.34,44.53
2021-02-02 10:43:00,26.31,44.51
2021-02-02 10:44:00,26.33,44.6
2021-02-02 10:45:00,26.36,44.63
2021-02-02 10:46:00,26.37,44.59
2021-02-02 10:47:00,26.37,44.58
2021-02-02 10:48:00,26.36,44.57
2021-02-02 10:49:00,26.34,44.53
2021-02-02 10:50:00,26.34,44.52
2021-02-02 10:51:00,26.37,44.51
2021-02-02 10:52:00,26.37,44.41
2021-02-02 10:53:00,26.36,44.42
2021-02-02 10:54:00,26.37,44.41
2021-02-02 10:55:00,26.38,44.43
2021-02-02 10:56:00,26.38,44.39
2021-02-02 10:57:00,26.36,44.48
2021-02-02 10:58:00,26.37,44.44
2021-02-02 10:59:00,26.38,44.43
2021-02-02 11:00:00,26.4,44.39
2021-02-02 11:01:00,26.41,44.38
2021-02-02 11:02:00,26.43,44.45
2021-02-02 11:03:00,26.41,44.4
2021-02-02 11:04:00,26.4,44.36
2021-02-02 11:05:00,26.4,44.26
2021-02-02 11:06:00,26.4,44.24
2021-02-02 11:07:00,26.4,44.19
2021-02-02 11:08:00,26.41,44.17
2021-02-02 11:09:00,26.41,44.16
2021-02-02 11:10:00,26.38,44.14
2021-02-02 11:11:00,26.41,44.1
2021-02-02 11:12:00,26.41,44.16
2021-02-02 11:13:00,26.38,44.14
2021-02-02 11:14:00,26.4,44.17
2021-02-02 11:15:00,26.41,44.2
2021-02-02 11:16:00,26.43,44.3
2021-02-02 11:17:00,26.4,44.22
2021-02-02 11:18:00,26.41,44.32
2021-02-02 11:19:00,26.41,44.32
2021-02-02 11:20:00,26.41,44.25
2021-02-02 11:21:00,26.4,44.2
2021-02-02 11:22:00,26.41,44.14
2021-02-02 11:23:00,26.43,44.19
2021-02-02 11:24:00,26.41,44.17
2021-02-02 11:25:00,26.43,44.19
2021-02-02 11:26:00,26.4,44.1
2021-02-02 11:27:00,26.43,44.2
2021-02-02 11:28:00,26.43,44.2
2021-02-02 11:29:00,26.44,44.16
2021-02-02 11:30:00,26.46,44.18
2021-02-02 11:31:00,26.46,44.18
2021-02-02 11:32:00,26.46,44.18
2021-02-02 11:33:00,26.44,44.24
2021-02-02 11:34:00,26.46,44.22
2021-02-02 11:35:00,26.46,44.26
2021-02-02 11:36:00,26.48,44.33
2021-02-02 11:37:00,26.46,44.33
2021-02-02 11:38:00,26.47,44.36
2021-02-02 11:39:00,26.46,44.35
2021-02-02 11:40:00,26.46,44.46
2021-02-02 11:41:00,26.46,44.42
2021-02-02 11:42:00,26.47,44.4
2021-02-02 11:43:00,26.46,44.38
2021-02-02 11:44:00,26.44,44.41
2021-02-02 11:45:00,26.47,44.36
2021-02-02 11:46:00,26.46,44.38
2021-02-02 11:47:00,26.46,44.41
2021-02-02 11:48:00,26.46,44.29
2021-02-02 11:49:00,26.46,44.3
2021-02-02 11:50:00,26.44,44.23
2021-02-02 11:51:00,26.44,44.27
2021-02-02 11:52:00,26.43,44.24
2021-02-02 11:53:00,26.46,44.31
2021-02-02 11:54:00,26.44,44.28
2021-02-02 11:55:00,26.44,44.34
2021-02-02 11:56:00,26.43,44.34
2021-02-02 11:57:00,26.43,44.41
2021-02-02 11:58:00,26.43,44.39
2021-02-02 11:59:00,26.43,44.41
2021-02-02 12:00:00,26.43,44.47
2021-02-02 12:01:00,26.44,44.42
2021-02-02 12:02:00,26.41,44.39
2021-02-02 12:03:00,26.4,44.4
2021-02-02 12:04:00,26.43,44.35
2021-02-02 12:05:00,26.4,44.39
2021-02-02 12:06:00,26.41,44.32
2021-02-02 12:07:00,26.4,44.4
2021-02-02 12:08:00,26.38,44.29
2021-02-02 12:09:00,26.41,44.32
2021-02-02 12:10:00,26.37,44.31
2021-02-02 12:11:00,26.38,44.33
2021-02-02 12:12:00,26.4,44.36
2021-02-02 12:13:00,26.37,44.41
2021-02-02 12:14:00,26.36,44.49
2021-02-02 12:15:00,26.37,44.42
2021-02-02 12:16:00,26.36,44.59
2021-02-02 12:17:00,26.37,44.56
2021-02-02 12:18:00,26.37,44.58
2021-02-02 12:19:00,26.37,44.62
2021-02-02 12:20:00,26.33,44.6
2021-02-02 12:21:00,26.37,44.6
2021-02-02 12:22:00,26.36,44.53
2021-02-02 12:23:00,26.36,44.7
2021-02-02 12:24:00,26.34,44.69
2021-02-02 12:25:00,26.34,44.8
2021-02-02 12:26:00,26.31,44.8
2021-02-02 12:27:00,26.33,44.78
2021-02-02 12:28:00,26.3,44.79
2021-02-02 12:29:00,26.34,44.72
2021-02-02 12:30:00,26.34,44.8
2021-02-02 12:31:00,26.34,44.82
2021-02-02 12:32:00,26.33,44.79
2021-02-02 12:33:00,26.33,44.82
2021-02-02 12:34:00,26.33,44.83
2021-02-02 12:35:00,26.3,44.9
2021-02-02 12:36:00,26.3,44.76
2021-02-02 12:37:00,26.33,44.75
2021-02-02 12:38:00,26.3,44.66
2021-02-02 12:39:00,26.3,44.64
2021-02-02 12:40:00,26.29,44.69
2021-02-02 12:41:00,26.27,44.64
2021-02-02 12:42:00,26.29,44.63
2021-02-02 12:43:00,26.27,44.55
2021-02-02 12:44:00,26.26,44.53
2021-02-02 12:45:00,26.27,44.52
2021-02-02 12:46:00,26.27,44.46
2021-02-02 12:47:00,26.26,44.4
2021-02-02 12:48:00,26.26,44.48
2021-02-02 12:49:00,26.24,44.52
2021-02-02 12:50:00,26.24,44.41
2021-02-02 12:51:00,26.23,44.46
2021-02-02 12:52:00,26.23,44.48
2021-02-02 12:53:00,26.22,44.43
2021-02-02 12:54:00,26.24,44.48
2021-02-02 12:55:00,26.2,44.58
2021-02-02 12:56:00,26.22,44.64
2021-02-02 12:57:00,26.19,44.58
2021-02-02 12:58:00,26.2,44.68
2021-02-02 12:59:00,26.24,44.7
2021-02-02 13:00:00,26.24,44.7
2021-02-02 13:01:00,26.26,44.77
2021-02-02 13:02:00,26.24,44.81
2021-02-02 13:03:00,26.23,44.87
2021-02-02 13:04:00,26.23,44.75
2021-02-02 13:05:00,26.24,44.79
2021-02-02 13:06:00,26.2,44.73
2021-02-02 13:07:00,26.2,44.69
2021-02-02 13:08:00,26.2,44.72
2021-02-02 13:09:00,26.19,44.69
2021-02-02 13:10:00,26.19,44.76
2021-02-02 13:11:00,26.19,44.76
2021-02-02 13:12:00,26.16,44.8
2021-02-02 13:13:00,26.19,44.83
2021-02-02 13:14:00,26.19,44.91
2021-02-02 13:15:00,26.16,44.93
2021-02-02 13:16:00,26.19,44.99
2021-02-02 13:17:00,26.17,45.02
2021-02-02 13:18:00,26.2,44.98
2021-02-02 13:19:00,26.16,44.96
2021-02-02 13:20:00,26.17,45.02
2021-02-02 13:21:00,26.19,44.96
2021-02-02 13:22:00,26.17,44.91
2021-02-02 13:23:00,26.17,44.86
2021-02-02 13:24:00,26.17,44.86
2021-02-02 13:25:00,26.19,44.84
2021-02-02 13:26:00,26.16,44.88
2021-02-02 13:27:00,26.17,44.86
2021-02-02 13:28:00,26.16,44.88
2021-02-02 13:29:00,26.16,44.93
2021-02-02 13:30:00,26.17,45.02
2021-02-02 13:31:00,26.17,44.95
2021-02-02 13:32:00,26.19,44.92
2021-02-02 13:33:00,26.17,44.97
2021-02-02 13:34:00,26.17,44.93
2021-02-02 13:35:00,26.17,44.96
2021-02-02 13:36:00,26.16,44.92
2021-02-02 13:37:00,26.16,44.92
2021-02-02 13:38:00,26.17,44.88
2021-02-02 13:39:00,26.16,44.84
2021-02-02 13:40:00,26.14,44.89
2021-02-02 13:41:00,26.14,44.82
2021-02-02 13:42:00,26.17,44.95
2021-02-02 13:43:00,26.14,44.93
2021-02-02 13:44:00,26.16,44.99
2021-02-02 13:45:00,26.14,44.89
2021-02-02 13:46:00,26.13,44.88
2021-02-02 13:47:00,26.14,45
2021-02-02 13:48:00,26.16,45.08
2021-02-02 13:49:00,26.16,45.15
2021-02-02 13:50:00,26.13,45.18
2021-02-02 13:51:00,26.14,45.18
2021-02-02 13:52:00,26.16,45.1
2021-02-02 13:53:00,26.13,45.07
2021-02-02 13:54:00,26.16,45.07
2021-02-02 13:55:00,26.17,45.06
2021-02-02 13:56:00,26.16,44.99
2021-02-02 13:57:00,26.16,45.04
2021-02-02 13:58:00,26.16,45.03
2021-02-02 13:59:00,26.16,45
2021-02-02 14:00:00,26.17,44.91
2021-02-02 14:01:00,26.17,44.95
2021-02-02 14:02:00,26.14,44.84
2021-02-02 14:03:00,26.19,44.95
2021-02-02 14:04:00,26.19,45.09
2021-02-02 14:05:00,26.17,45.07
2021-02-02 14:06:00,26.22,45.12
2021-02-02 14:07:00,26.16,45.15
2021-02-02 14:08:00,26.16,45.18
2021-02-02 14:09:00,26.19,45.21
2021-02-02 14:10:00,26.17,45.27
2021-02-02 14:11:00,26.17,45.33
2021-02-02 14:12:00,26.16,45.35
2021-02-02 14:13:00,26.16,45.38
2021-02-02 14:14:00,26.17,45.44
2021-02-02 14:15:00,26.17,45.37
2021-02-02 14:16:00,26.16,45.37
2021-02-02 14:17:00,26.17,45.29
2021-02-02 14:18:00,26.17,45.32
2021-02-02 14:19:00,26.17,45.25
2021-02-02 14:20:00,26.19,45.18
2021-02-02 14:21:00,26.17,45.15
2021-02-02 14:22:00,26.16,45.04
2021-02-02 14:23:00,26.16,44.99
2021-02-02 14:24:00,26.14,44.93
2021-02-02 14:25:00,26.14,44.89
2021-02-02 14:26:00,26.16,44.92
2021-02-02 14:27:00,26.14,45
2021-02-02 14:28:00,26.14,44.88
2021-02-02 14:29:00,26.14,44.93
2021-02-02 14:30:00,26.14,44.99
2021-02-02 14:31:00,26.14,44.97
2021-02-02 14:32:00,26.16,44.95
2021-02-02 14:33:00,26.16,44.99
2021-02-02 14:34:00,26.16,45.12
2021-02-02 14:35:00,26.17,45.04
2021-02-02 14:36:00,26.16,45.14
2021-02-02 14:37:00,26.14,45.12
2021-02-02 14:38:00,26.14,45.18
2021-02-02 14:39:00,26.13,45.19
2021-02-02 14:40:00,26.14,45.23
2021-02-02 14:41:00,26.13,45.27
2021-02-02 14:42:00,26.13,45.26
2021-02-02 14:43:00,26.13,45.33
2021-02-02 14:44:00,26.13,45.22
2021-02-02 14:45:00,26.14,45.22
2021-02-02 14:46:00,26.11,45.09
2021-02-02 14:47:00,26.11,45.09
2021-02-02 14:48:00,26.09,45.03
2021-02-02 14:49:00,26.13,45
2021-02-02 14:50:00,26.13,45.02
2021-02-02 14:51:00,26.11,44.98
2021-02-02 14:52:00,26.11,45.02
2021-02-02 14:53:00,26.1,44.96
2021-02-02 14:54:00,26.13,45
2021-02-02 14:55:00,26.1,44.95
2021-02-02 14:56:00,26.1,44.95
2021-02-02 14:57:00,26.1,44.94
2021-02-02 14:58:00,26.1,44.95
2021-02-02 14:59:00,26.1,45.03
2021-02-02 15:00:00,26.11,45.06
2021-02-02 15:01:00,26.11,45.08
2021-02-02 15:02:00,26.11,45.16
2021-02-02 15:03:00,26.13,45.33
2021-02-02 15:04:00,26.09,45.32
2021-02-02 15:05:00,26.1,45.32
2021-02-02 15:06:00,26.1,45.28
2021-02-02 15:07:00,26.11,45.24
2021-02-02 15:08:00,26.1,45.18
2021-02-02 15:09:00,26.13,45.15
2021-02-02 15:10:00,26.1,45.03
2021-02-02 15:11:00,26.11,44.95
2021-02-02 15:12:00,26.1,45.05
2021-02-02 15:13:00,26.11,45.22
2021-02-02 15:14:00,26.07,45.11
2021-02-02 15:15:00,26.09,45.18
2021-02-02 15:16:00,26.09,45.18
2021-02-02 15:17:00,26.09,45.16
2021-02-02 15:18:00,26.1,45.14
2021-02-02 15:19:00,26.07,45.06
2021-02-02 15:20:00,26.09,45.03
2021-02-02 15:21:00,26.09,45.05
2021-02-02 15:22:00,26.09,45
2021-02-02 15:23:00,26.1,45.07
2021-02-02 15:24:00,26.09,45.06
2021-02-02 15:25:00,26.09,45
2021-02-02 15:26:00,26.06,45.08
2021-02-02 15:27:00,26.07,45.06
2021-02-02 15:28:00,26.06,45.06
2021-02-02 15:29:00,26.09,45.1
2021-02-02 15:30:00,26.1,45.24
2021-02-02 15:31:00,26.11,45.26
2021-02-02 15:32:00,26.1,45.29
2021-02-02 15:33:00,26.11,45.35
2021-02-02 15:34:00,26.16,45.49
2021-02-02 15:35:00,26.14,45.5
2021-02-02 15:36:00,26.16,45.55
2021-02-02 15:37:00,26.16,45.56
2021-02-02 15:38:00,26.13,45.58
2021-02-02 15:39:00,26.13,45.61
2021-02-02 15:40:00,26.14,45.59
2021-02-02 15:41:00,26.13,45.68
2021-02-02 15:42:00,26.13,45.6
2021-02-02 15:43:00,26.13,45.62
2021-02-02 15:44:00,26.14,45.61
2021-02-02 15:45:00,26.11,45.53
2021-02-02 15:46:00,26.11,45.54
2021-02-02 15:47:00,26.14,45.56
2021-02-02 15:48:00,26.11,45.49
2021-02-02 15:49:00,26.11,45.49
2021-02-02 15:50:00,26.13,45.39
2021-02-02 15:51:00,26.11,45.38
2021-02-02 15:52:00,26.11,45.27
2021-02-02 15:53:00,26.11,45.22
2021-02-02 15:54:00,26.11,45.19
2021-02-02 15:55:00,26.11,45.19
2021-02-02 15:56:00,26.03,45.57
2021-02-02 15:57:00,25.83,45.89
2021-02-02 15:58:00,25.68,46.14
2021-02-02 15:59:00,25.61,46.7
2021-02-02 16:00:00,25.51,46.7
2021-02-02 16:01:00,25.44,46.75
2021-02-02 16:02:00,25.37,47.04
2021-02-02 16:03:00,25.28,47.05
2021-02-02 16:04:00,25.21,47.27
2021-02-02 16:05:00,25.17,47.36
2021-02-02 16:06:00,25.17,47.44
2021-02-02 16:07:00,25.16,47.39
2021-02-02 16:08:00,25.12,47.83
2021-02-02 16:09:00,25.07,47.95
2021-02-02 16:10:00,25.06,47.74
2021-02-02 16:11:00,25.02,47.8
2021-02-02 16:12:00,25.03,47.76
2021-02-02 16:13:00,25.02,47.83
2021-02-02 16:14:00,25.02,47.58
2021-02-02 16:15:00,24.96,47.74
2021-02-02 16:16:00,24.94,47.73
2021-02-02 16:17:00,24.96,47.71
2021-02-02 16:18:00,24.96,47.57
2021-02-02 16:19:00,24.97,47.56
2021-02-02 16:20:00,24.97,47.43
2021-02-02 16:21:00,24.97,47.47
2021-02-02 16:22:00,24.94,47.38
2021-02-02 16:23:00,24.94,47.44
2021-02-02 16:24:00,24.94,47.43
2021-02-02 16:25:00,24.94,47.49
2021-02-02 16:26:00,24.9,47.44
2021-02-02 16:27:00,24.85,47.46
2021-02-02 16:28:00,24.8,47.61
2021-02-02 16:29:00,24.79,47.57
2021-02-02 16:30:00,24.76,47.77
2021-02-02 16:31:00,24.76,47.62
2021-02-02 16:32:00,24.76,47.74
2021-02-02 16:33:00,24.7,47.61
2021-02-02 16:34:00,24.69,47.6
2021-02-02 16:35:00,24.66,47.64
2021-02-02 16:36:00,24.66,47.64
2021-02-02 16:37:00,24.65,47.82
2021-02-02 16:38:00,24.65,47.76
2021-02-02 16:39:00,24.65,47.87
2021-02-02 16:40:00,24.62,47.84
2021-02-02 16:41:00,24.62,47.84
2021-02-02 16:42:00,24.62,48.06
2021-02-02 16:43:00,24.61,48.04
2021-02-02 16:44:00,24.59,48.12
2021-02-02 16:45:00,24.59,48.03
2021-02-02 16:46:00,24.58,48.22
2021-02-02 16:47:00,24.56,48.43
2021-02-02 16:48:00,24.58,48.87
2021-02-02 16:49:00,24.59,48.98
2021-02-02 16:50:00,24.56,48.95
2021-02-02 16:51:00,24.59,49.24
2021-02-02 16:52:00,24.58,48.84
2021-02-02 16:53:00,24.62,49
2021-02-02 16:54:00,24.62,48.69
2021-02-02 16:55:00,24.61,48.41
2021-02-02 16:56:00,24.65,48.55
2021-02-02 16:57:00,24.67,48.43
2021-02-02 16:58:00,24.67,48.45
2021-02-02 16:59:00,24.7,48.33
2021-02-02 17:00:00,24.72,48.34
2021-02-02 17:01:00,24.7,48.26
2021-02-02 17:02:00,24.69,48.03
2021-02-02 17:03:00,24.72,48.26
2021-02-02 17:04:00,24.7,48.12
2021-02-02 17:05:00,24.69,48.27
2021-02-02 17:06:00,24.65,48.06
2021-02-02 17:07:00,24.62,48.2
2021-02-02 17:08:00,24.59,47.95
2021-02-02 17:09:00,24.59,48.12
2021-02-02 17:10:00,24.59,48.09
2021-02-02 17:11:00,24.61,48.14
2021-02-02 17:12:00,24.62,48.15
2021-02-02 17:13:00,24.62,47.97
2021-02-02 17:14:00,24.59,48.12
2021-02-02 17:15:00,24.59,47.85
2021-02-02 17:16:00,24.58,47.97
2021-02-02 17:17:00,24.55,48.1
2021-02-02 17:18:00,24.54,47.82
2021-02-02 17:19:00,24.52,48.13
2021-02-02 17:20:00,24.51,48.09
2021-02-02 17:21:00,24.48,48.25
2021-02-02 17:22:00,24.49,48.02
2021-02-02 17:23:00,24.52,47.92
2021-02-02 17:24:00,24.52,47.98
2021-02-02 17:25:00,24.54,47.86
2021-02-02 17:26:00,24.55,48.06
2021-02-02 17:27:00,24.54,48.17
2021-02-02 17:28:00,24.55,48.24
2021-02-02 17:29:00,24.58,48.03
2021-02-02 17:30:00,24.58,48.25
2021-02-02 17:31:00,24.59,48.16
2021-02-02 17:32:00,24.61,48.12
2021-02-02 17:33:00,24.62,48.28
2021-02-02 17:34:00,24.66,48.59
2021-02-02 17:35:00,24.77,48.59
2021-02-02 17:36:00,24.82,48.31
2021-02-02 17:37:00,24.85,48.13
2021-02-02 17:38:00,24.89,48.08
2021-02-02 17:39:00,24.89,47.91
2021-02-02 17:40:00,24.9,47.96
2021-02-02 17:41:00,24.91,47.88
2021-02-02 17:42:00,24.91,47.93
2021-02-02 17:43:00,24.9,47.89
2021-02-02 17:44:00,24.9,47.58
2021-02-02 17:45:00,24.87,47.76
2021-02-02 17:46:00,24.87,47.62
2021-02-02 17:47:00,24.9,47.73
2021-02-02 17:48:00,25.02,47.67
2021-02-02 17:49:00,25.02,47.6
2021-02-02 17:50:00,25.12,47.57
2021-02-02 17:51:00,25.2,47.4
2021-02-02 17:52:00,25.27,47.26
2021-02-02 17:53:00,25.33,47.24
2021-02-02 17:54:00,25.38,47.14
2021-02-02 17:55:00,25.44,47.15
2021-02-02 17:56:00,25.49,46.99
2021-02-02 17:57:00,25.51,46.95
2021-02-02 17:58:00,25.52,46.91
2021-02-02 17:59:00,25.58,46.91
2021-02-02 18:00:00,25.61,46.83
2021-02-02 18:01:00,25.62,46.71
2021-02-02 18:02:00,25.65,46.7
2021-02-02 18:03:00,25.62,46.63
2021-02-02 18:04:00,25.65,46.59
2021-02-02 18:05:00,25.67,46.36
2021-02-02 18:06:00,25.71,46.42
2021-02-02 18:07:00,25.71,46.36
2021-02-02 18:08:00,25.73,46.31
2021-02-02 18:09:00,25.72,46.25
2021-02-02 18:10:00,25.72,46.1
2021-02-02 18:11:00,25.73,46.12
2021-02-02 18:12:00,25.73,46.07
2021-02-02 18:13:00,25.72,45.94
2021-02-02 18:14:00,25.73,45.93
2021-02-02 18:15:00,25.75,45.92
2021-02-02 18:16:00,25.78,45.94
2021-02-02 18:17:00,25.76,45.92
2021-02-02 18:18:00,25.76,45.91
2021-02-02 18:19:00,25.78,45.76
2021-02-02 18:20:00,25.81,45.79
2021-02-02 18:21:00,25.78,45.7
2021-02-02 18:22:00,25.78,45.69
2021-02-02 18:23:00,25.79,45.75
2021-02-02 18:24:00,25.79,45.65
2021-02-02 18:25:00,25.81,45.72
2021-02-02 18:26:00,25.79,45.65
2021-02-02 18:27:00,25.78,45.64
2021-02-02 18:28:00,25.79,45.65
2021-02-02 18:29:00,25.81,45.61
2021-02-02 18:30:00,25.79,45.72
2021-02-02 18:31:00,25.78,45.77
2021-02-02 18:32:00,25.79,45.83
2021-02-02 18:33:00,25.79,45.79
2021-02-02 18:34:00,25.78,45.89
2021-02-02 18:35:00,25.78,45.84
2021-02-02 18:36:00,25.76,45.83
2021-02-02 18:37:00,25.78,45.84
2021-02-02 18:38:00,25.79,45.81
2021-02-02 18:39:00,25.79,45.73
2021-02-02 18:40:00,25.78,45.75
2021-02-02 18:41:00,25.79,45.72
2021-02-02 18:42:00,25.79,45.76
2021-02-02 18:43:00,25.79,45.79
2021-02-02 18:44:00,25.78,45.8
2021-02-02 18:45:00,25.78,45.77
2021-02-02 18:46:00,25.78,45.83
2021-02-02 18:47:00,25.79,45.75
2021-02-02 18:48:00,25.78,45.69
2021-02-02 18:49:00,25.79,45.75
2021-02-02 18:50:00,25.78,45.73
2021-02-02 18:51:00,25.78,45.72
2021-02-02 18:52:00,25.79,45.72
2021-02-02 18:53:00,25.81,45.78
2021-02-02 18:54:00,25.79,45.76
2021-02-02 18:55:00,25.79,45.76
2021-02-02 18:56:00,25.78,45.75
2021-02-02 18:57:00,25.78,45.8
2021-02-02 18:58:00,25.79,45.84
2021-02-02 18:59:00,25.78,45.73
2021-02-02 19:00:00,25.79,45.67
2021-02-02 19:01:00,25.81,45.63
2021-02-02 19:02:00,25.78,45.69
2021-02-02 19:03:00,25.79,45.72
2021-02-02 19:04:00,25.78,45.77
2021-02-02 19:05:00,25.78,45.75
2021-02-02 19:06:00,25.78,45.75
2021-02-02 19:07:00,25.76,45.78
2021-02-02 19:08:00,25.78,45.81
2021-02-02 19:09:00,25.78,45.84
2021-02-02 19:10:00,25.76,45.89
2021-02-02 19:11:00,25.78,45.95
2021-02-02 19:12:00,25.79,45.86
2021-02-02 19:13:00,25.78,45.95
2021-02-02 19:14:00,25.78,45.94
2021-02-02 19:15:00,25.79,45.88
2021-02-02 19:16:00,25.76,45.83
2021-02-02 19:17:00,25.78,45.79
2021-02-02 19:18:00,25.78,45.81
2021-02-02 19:19:00,25.73,45.78
2021-02-02 19:20:00,25.79,45.77
2021-02-02 19:21:00,25.81,45.68
2021-02-02 19:22:00,25.81,45.61
2021-02-02 19:23:00,25.79,45.65
2021-02-02 19:24:00,25.78,45.58
2021-02-02 19:25:00,25.78,45.58
2021-02-02 19:26:00,25.79,45.51
2021-02-02 19:27:00,25.78,45.49
2021-02-02 19:28:00,25.78,45.47
2021-02-02 19:29:00,25.76,45.49
2021-02-02 19:30:00,25.78,45.51
2021-02-02 19:31:00,25.76,45.54
2021-02-02 19:32:00,25.78,45.57
2021-02-02 19:33:00,25.79,45.49
2021-02-02 19:34:00,25.76,45.52
2021-02-02 19:35:00,25.76,45.5
2021-02-02 19:36:00,25.79,45.54
2021-02-02 19:37:00,25.78,45.49
2021-02-02 19:38:00,25.76,45.49
2021-02-02 19:39:00,25.78,45.49
2021-02-02 19:40:00,25.78,45.5
2021-02-02 19:41:00,25.78,45.49
2021-02-02 19:42:00,25.78,45.58
2021-02-02 19:43:00,25.78,45.6
2021-02-02 19:44:00,25.79,45.64
2021-02-02 19:45:00,25.78,45.6
2021-02-02 19:46:00,25.76,45.58
2021-02-02 19:47:00,25.78,45.58
2021-02-02 19:48:00,25.78,45.53
2021-02-02 19:49:00,25.78,45.51
2021-02-02 19:50:00,25.79,45.48
2021-02-02 19:51:00,25.78,45.4
2021-02-02 19:52:00,25.78,45.4
2021-02-02 19:53:00,25.81,45.37
2021-02-02 19:54:00,25.78,45.43
2021-02-02 19:55:00,25.79,45.46
2021-02-02 19:56:00,25.78,45.39
2021-02-02 19:57:00,25.78,45.46
2021-02-02 19:58:00,25.79,45.45
2021-02-02 19:59:00,25.79,45.46
2021-02-02 20:00:00,25.81,45.41
2021-02-02 20:01:00,25.81,45.39
2021-02-02 20:02:00,25.78,45.42
2021-02-02 20:03:00,25.79,45.45
2021-02-02 20:04:00,25.79,45.37
2021-02-02 20:05:00,25.76,45.39
2021-02-02 20:06:00,25.78,45.39
2021-02-02 20:07:00,25.78,45.36
2021-02-02 20:08:00,25.79,45.32
2021-02-02 20:09:00,25.79,45.32
2021-02-02 20:10:00,25.78,45.35
2021-02-02 20:11:00,25.78,45.29
2021-02-02 20:12:00,25.79,45.35
2021-02-02 20:13:00,25.81,45.34
2021-02-02 20:14:00,25.82,45.31
2021-02-02 20:15:00,25.76,45.33
2021-02-02 20:16:00,25.78,45.23
2021-02-02 20:17:00,25.79,45.26
2021-02-02 20:18:00,25.81,45.26
2021-02-02 20:19:00,25.82,45.31
2021-02-02 20:20:00,25.82,45.22
2021-02-02 20:21:00,25.85,45.23
2021-02-02 20:22:00,25.83,45.22
2021-02-02 20:23:00,25.83,45.19
2021-02-02 20:24:00,25.81,45.23
2021-02-02 20:25:00,25.83,45.16
2021-02-02 20:26:00,25.81,45.15
2021-02-02 20:27:00,25.82,45.14
2021-02-02 20:28:00,25.81,45.2
2021-02-02 20:29:00,25.85,45.25
2021-02-02 20:30:00,25.82,45.33
2021-02-02 20:31:00,25.83,45.32
2021-02-02 20:32:00,25.81,45.31
2021-02-02 20:33:00,25.82,45.33
2021-02-02 20:34:00,25.82,45.33
2021-02-02 20:35:00,25.82,45.31
2021-02-02 20:36:00,25.83,45.27
2021-02-02 20:37:00,25.83,45.26
2021-02-02 20:38:00,25.82,45.35
2021-02-02 20:39:00,25.82,45.33
2021-02-02 20:40:00,25.83,45.27
2021-02-02 20:41:00,25.83,45.34
2021-02-02 20:42:00,25.85,45.3
2021-02-02 20:43:00,25.83,45.33
2021-02-02 20:44:00,25.85,45.3
2021-02-02 20:45:00,25.83,45.36
2021-02-02 20:46:00,25.85,45.32
2021-02-02 20:47:00,25.82,45.27
2021-02-02 20:48:00,25.85,45.28
2021-02-02 20:49:00,25.86,45.27
2021-02-02 20:50:00,25.85,45.22
2021-02-02 20:51:00,25.88,45.14
2021-02-02 20:52:00,25.88,45.12
2021-02-02 20:53:00,25.9,45.13
2021-02-02 20:54:00,25.86,45.06
2021-02-02 20:55:00,25.88,45.02
2021-02-02 20:56:00,25.86,44.96
2021-02-02 20:57:00,25.86,44.98
2021-02-02 20:58:00,25.86,45.01
2021-02-02 20:59:00,25.88,45.05
2021-02-02 21:00:00,25.86,45.06
2021-02-02 21:01:00,25.89,45.06
2021-02-02 21:02:00,25.86,45.07
2021-02-02 21:03:00,25.86,45.07
2021-02-02 21:04:00,25.86,45.14
2021-02-02 21:05:00,25.89,45.15
2021-02-02 21:06:00,25.88,45.16
2021-02-02 21:07:00,25.89,45.11
2021-02-02 21:08:00,25.89,45.15
2021-02-02 21:09:00,25.89,45.17
2021-02-02 21:10:00,25.88,45.17
2021-02-02 21:11:00,25.9,45.12
2021-02-02 21:12:00,25.89,45.16
2021-02-02 21:13:00,25.89,45.01
2021-02-02 21:14:00,25.88,44.98
