Experiment Name:,Exp_20210210_1

Tube Name:,Sample ID:,All Events ,Picochlorum Events,P2 Events,All Events  % Total,Picochlorum % Total,P2 % Total,All Events  % Parent,Picochlorum % Parent,P2 % Parent,All Events  Events/μL(V),Picochlorum Events/μL(V),P2 Events/μL(V),All Events  Mean FSC-A,Picochlorum Mean FSC-A,P2 Mean FSC-A,All Events  GeoMean FSC-A,Picochlorum GeoMean FSC-A,P2 GeoMean FSC-A,All Events  Median FSC-A,Picochlorum Median FSC-A,P2 Median FSC-A,All Events  rCV FSC-A,Picochlorum rCV FSC-A,P2 rCV FSC-A,All Events  rSD FSC-A,Picochlorum rSD FSC-A,P2 rSD FSC-A,All Events  CV FSC-A,Picochlorum CV FSC-A,P2 CV FSC-A,All Events  SD FSC-A,Picochlorum SD FSC-A,P2 SD FSC-A,All Events  Mean SSC-A,Picochlorum Mean SSC-A,P2 Mean SSC-A,All Events  GeoMean SSC-A,Picochlorum GeoMean SSC-A,P2 GeoMean SSC-A,All Events  Median SSC-A,Picochlorum Median SSC-A,P2 Median SSC-A,All Events  rCV SSC-A,Picochlorum rCV SSC-A,P2 rCV SSC-A,All Events  rSD SSC-A,Picochlorum rSD SSC-A,P2 rSD SSC-A,All Events  CV SSC-A,Picochlorum CV SSC-A,P2 CV SSC-A,All Events  SD SSC-A,Picochlorum SD SSC-A,P2 SD SSC-A,All Events  Mean PC5.5-A,Picochlorum Mean PC5.5-A,P2 Mean PC5.5-A,All Events  GeoMean PC5.5-A,Picochlorum GeoMean PC5.5-A,P2 GeoMean PC5.5-A,All Events  Median PC5.5-A,Picochlorum Median PC5.5-A,P2 Median PC5.5-A,All Events  rCV PC5.5-A,Picochlorum rCV PC5.5-A,P2 rCV PC5.5-A,All Events  rSD PC5.5-A,Picochlorum rSD PC5.5-A,P2 rSD PC5.5-A,All Events  CV PC5.5-A,Picochlorum CV PC5.5-A,P2 CV PC5.5-A,All Events  SD PC5.5-A,Picochlorum SD PC5.5-A,P2 SD PC5.5-A,All Events  Mean PE-A,Picochlorum Mean PE-A,P2 Mean PE-A,All Events  GeoMean PE-A,Picochlorum GeoMean PE-A,P2 GeoMean PE-A,All Events  Median PE-A,Picochlorum Median PE-A,P2 Median PE-A,All Events  rCV PE-A,Picochlorum rCV PE-A,P2 rCV PE-A,All Events  rSD PE-A,Picochlorum rSD PE-A,P2 rSD PE-A,All Events  CV PE-A,Picochlorum CV PE-A,P2 CV PE-A,All Events  SD PE-A,Picochlorum SD PE-A,P2 SD PE-A,All Events  Mean PC5.5-Width,Picochlorum Mean PC5.5-Width,P2 Mean PC5.5-Width,All Events  GeoMean PC5.5-Width,Picochlorum GeoMean PC5.5-Width,P2 GeoMean PC5.5-Width,All Events  Median PC5.5-Width,Picochlorum Median PC5.5-Width,P2 Median PC5.5-Width,All Events  rCV PC5.5-Width,Picochlorum rCV PC5.5-Width,P2 rCV PC5.5-Width,All Events  rSD PC5.5-Width,Picochlorum rSD PC5.5-Width,P2 rSD PC5.5-Width,All Events  CV PC5.5-Width,Picochlorum CV PC5.5-Width,P2 CV PC5.5-Width,All Events  SD PC5.5-Width,Picochlorum SD PC5.5-Width,P2 SD PC5.5-Width
B101M2,,4049363,17684,1127,100.00 %,0.44 %,0.03 %,100.00 %,0.44 %,0.03 %,44992.71,196.49,12.52,4.1,1036.6,1861.4,-0.1,950.5,890.7,-1.1,962.3,819.2,11119.50 %,37.62 %,105.02 %,122.3,362.1,860.4,6515.35 %,43.86 %,130.72 %,267.1,454.7,2433.2,43.8,3278.3,74421.3,-2.2,2937.8,37973.9,-6.1,3016.0,29890.4,4394.33 %,43.35 %,93.79 %,268.1,1307.4,28034.5,13848.45 %,49.00 %,136.36 %,6065.0,1606.3,101478.2,102.2,17674.2,4128.3,19.8,16751.3,320.2,24.5,15840.6,116.7,1023.30 %,29.90 %,280.64 %,250.7,4736.2,327.5,1421.20 %,37.64 %,251.12 %,1452.4,6652.2,10367.1,2.7,177.1,67.8,1.7,129.6,44.3,2.3,176.0,57.0,8895.60 %,148.43 %,381.57 %,204.6,261.2,217.5,7720.56 %,154.08 %,416.89 %,208.7,272.8,282.5,20.4,1081.2,233.4,12.8,1079.7,102.9,17.3,1080.0,84.5,1051.51 %,4.16 %,278.75 %,182.1,44.9,235.6,983.71 %,5.58 %,197.99 %,200.6,60.3,462.1
B101M3,,4017689,17659,861,100.00 %,0.44 %,0.02 %,100.00 %,0.44 %,0.02 %,44640.71,196.21,9.57,4.0,1045.1,1694.4,-0.1,958.0,780.3,-0.9,965.3,717.4,13606.97 %,36.86 %,102.40 %,122.5,355.8,734.6,6639.34 %,44.54 %,137.86 %,267.1,465.5,2335.8,33.2,3294.2,67734.1,-2.4,2944.9,33742.5,-5.9,3029.7,26399.6,4540.78 %,43.42 %,88.72 %,267.9,1315.5,23421.5,14296.72 %,50.10 %,143.64 %,4739.8,1650.5,97292.8,101.8,17771.3,3995.4,19.6,16822.3,312.2,24.0,15891.2,98.6,1044.62 %,30.12 %,321.93 %,250.7,4787.0,317.4,1303.56 %,38.31 %,242.13 %,1327.0,6808.7,9674.0,2.4,188.1,78.3,1.5,139.9,43.6,2.1,189.1,50.8,9728.68 %,138.93 %,454.99 %,204.3,262.7,231.1,8589.80 %,144.29 %,406.43 %,210.4,271.4,318.1,20.2,1080.4,222.7,12.7,1078.9,91.8,17.0,1079.2,70.6,1073.53 %,4.23 %,319.42 %,182.1,45.7,225.5,992.62 %,5.64 %,205.84 %,200.5,61.0,458.5
B101A1,,4141726,24897,1172,100.00 %,0.60 %,0.03 %,100.00 %,0.60 %,0.03 %,46019.18,276.63,13.02,5.0,1028.3,1546.0,-0.3,941.8,745.4,-1.5,949.6,695.7,8193.84 %,37.81 %,103.01 %,122.9,359.1,716.6,4906.65 %,44.24 %,135.30 %,246.4,454.9,2091.6,46.9,3259.4,60668.8,-3.6,2915.5,32268.9,-8.5,2973.2,26371.9,3169.28 %,43.17 %,87.72 %,269.4,1283.5,23132.9,13757.84 %,50.40 %,141.32 %,6452.1,1642.6,85737.3,124.8,16856.8,3961.0,19.6,15933.3,329.0,22.7,15203.9,113.8,1108.36 %,30.76 %,295.87 %,251.6,4676.1,336.8,1436.84 %,38.46 %,241.83 %,1793.2,6483.9,9578.8,2.7,202.0,79.7,1.6,149.8,47.5,2.3,200.9,52.5,8902.05 %,130.18 %,429.81 %,204.7,261.5,225.7,7961.05 %,135.34 %,387.27 %,211.2,273.4,308.6,20.4,1073.3,224.9,12.2,1071.7,99.0,16.0,1071.5,81.6,1141.93 %,4.37 %,305.10 %,182.7,46.9,248.9,1003.50 %,5.92 %,204.80 %,205.2,63.6,460.5
B101A2,,4013799,23985,1163,100.00 %,0.60 %,0.03 %,100.00 %,0.60 %,0.03 %,44597.66,266.50,12.92,5.0,1025.8,1623.1,-0.2,939.9,718.4,-1.5,952.4,670.3,8193.84 %,37.13 %,105.68 %,122.9,353.6,708.4,6203.78 %,44.20 %,144.60 %,307.8,453.4,2347.0,45.4,3242.4,63515.7,-3.7,2892.8,31907.4,-9.0,2959.9,24985.3,2994.85 %,43.56 %,84.42 %,269.5,1289.4,21093.7,14135.73 %,51.25 %,146.53 %,6417.3,1661.8,93071.8,123.4,16804.8,4161.5,19.6,15900.2,345.7,22.6,15167.9,109.9,1113.92 %,30.25 %,310.01 %,251.7,4588.1,340.7,1260.86 %,38.25 %,247.57 %,1555.5,6427.8,10302.7,3.0,202.5,73.3,1.7,151.2,50.2,2.4,203.9,59.8,8531.13 %,128.70 %,378.34 %,204.7,262.4,226.2,9815.95 %,134.71 %,346.29 %,291.7,272.7,253.8,20.5,1074.6,233.8,12.3,1073.0,102.4,16.0,1072.7,76.4,1142.00 %,4.39 %,320.38 %,182.7,47.1,244.7,1000.54 %,5.89 %,200.05 %,205.1,63.3,467.7
B101A3,,4023105,23803,1274,100.00 %,0.59 %,0.03 %,100.00 %,0.59 %,0.03 %,44701.14,264.48,14.16,5.1,1028.3,1555.0,-0.2,942.2,740.0,-1.4,953.2,678.8,8779.11 %,37.58 %,103.08 %,122.9,358.2,699.6,5690.14 %,44.22 %,139.22 %,292.1,454.7,2164.9,47.7,3266.3,61287.2,-3.6,2915.8,32332.3,-8.8,2983.1,27041.3,3062.92 %,43.87 %,86.25 %,269.5,1308.7,23323.4,14353.29 %,51.44 %,144.62 %,6842.3,1680.3,88631.5,123.5,16909.1,3939.6,19.6,15987.1,376.3,22.7,15293.3,106.4,1106.40 %,30.85 %,333.32 %,251.2,4717.3,354.5,1329.27 %,38.44 %,229.57 %,1641.2,6499.7,9044.3,2.7,206.6,75.4,1.6,151.8,46.4,2.2,203.0,58.8,9306.68 %,131.17 %,387.09 %,204.7,266.3,227.8,7891.45 %,132.14 %,355.83 %,212.7,272.9,268.4,20.5,1074.8,228.5,12.3,1073.1,104.4,16.1,1073.4,74.8,1133.52 %,4.38 %,346.23 %,182.5,47.0,259.1,1001.89 %,5.88 %,203.50 %,204.9,63.2,464.9
B102A1,,4040602,18498,1476,100.00 %,0.46 %,0.04 %,100.00 %,0.46 %,0.04 %,44895.51,205.53,16.40,4.4,1034.2,1759.8,-0.1,952.6,803.7,-1.1,966.8,685.5,11146.46 %,36.47 %,104.81 %,122.6,352.6,718.4,6919.05 %,41.90 %,138.38 %,301.2,433.4,2435.3,51.9,3270.4,68588.5,-2.4,2952.1,34685.6,-6.5,2989.8,27097.4,4130.75 %,41.69 %,88.28 %,268.5,1246.6,23920.6,12278.48 %,48.08 %,140.82 %,6371.0,1572.5,96583.8,105.1,17377.2,4601.9,19.7,16519.6,377.0,24.1,15704.0,86.3,1041.51 %,29.73 %,391.27 %,251.0,4668.9,337.7,1369.64 %,35.84 %,245.93 %,1439.2,6227.9,11317.4,2.6,215.5,70.8,1.6,160.1,36.7,2.2,213.8,42.1,9306.68 %,123.71 %,590.75 %,204.7,264.5,248.7,7946.02 %,125.88 %,404.74 %,208.9,271.2,286.4,20.4,1073.6,232.9,12.7,1072.1,100.8,17.1,1072.5,62.7,1067.76 %,4.14 %,387.88 %,182.2,44.4,243.4,988.19 %,5.62 %,204.70 %,201.2,60.3,476.7
B102A2,,4061985,18772,1347,100.00 %,0.46 %,0.03 %,100.00 %,0.46 %,0.03 %,45133.01,208.58,14.97,4.4,1038.1,1616.6,-0.1,955.8,767.8,-1.0,966.3,672.8,12246.28 %,36.92 %,104.43 %,122.5,356.8,702.6,6070.18 %,42.34 %,136.20 %,266.8,439.5,2201.9,46.3,3286.1,62309.8,-2.8,2959.9,32368.7,-7.2,3004.3,26134.0,3739.45 %,41.99 %,87.30 %,269.2,1261.4,22814.5,12359.56 %,49.00 %,141.07 %,5728.3,1610.1,87903.2,105.8,17463.8,4238.5,19.8,16566.6,360.2,24.1,15714.2,122.1,1040.28 %,29.66 %,269.56 %,250.7,4661.0,329.1,1411.15 %,37.14 %,241.42 %,1493.6,6486.9,10232.7,2.6,215.9,74.2,1.5,160.1,46.1,2.2,214.3,51.1,9293.21 %,123.62 %,481.05 %,204.5,264.9,245.8,9059.12 %,127.34 %,383.18 %,233.9,274.9,284.3,20.4,1073.3,237.8,12.8,1071.9,107.5,17.0,1071.7,86.5,1068.42 %,4.27 %,278.84 %,182.1,45.8,241.1,988.26 %,5.44 %,198.93 %,201.2,58.4,473.0
B102A3,,4014737,18074,1292,100.00 %,0.45 %,0.03 %,100.00 %,0.45 %,0.03 %,44608.05,200.82,14.36,4.5,1040.5,1572.1,-0.1,958.5,734.8,-0.9,972.5,660.3,13590.50 %,36.55 %,102.48 %,122.3,355.5,676.7,6676.49 %,42.36 %,140.68 %,297.5,440.8,2211.6,44.7,3282.3,61694.7,-2.5,2965.6,31416.6,-6.6,3009.3,24464.3,4077.15 %,41.35 %,85.28 %,269.1,1244.2,20864.3,12230.31 %,48.47 %,146.25 %,5469.2,1591.1,90227.2,103.8,17449.4,4048.2,19.9,16583.9,336.0,24.1,15797.3,120.8,1041.51 %,29.80 %,276.02 %,251.0,4707.5,333.4,1407.02 %,36.03 %,264.59 %,1460.5,6287.8,10711.1,2.6,222.0,78.7,1.6,166.2,49.4,2.2,219.5,50.9,9286.47 %,120.36 %,461.53 %,204.3,264.2,234.9,8086.23 %,121.90 %,346.61 %,212.6,270.7,272.8,20.4,1073.8,226.8,12.9,1072.3,106.4,17.1,1072.1,91.0,1066.80 %,4.21 %,267.69 %,182.3,45.2,243.7,985.98 %,5.54 %,201.13 %,200.9,59.5,456.2
B103A1,,4034496,18118,1100,100.00 %,0.45 %,0.03 %,100.00 %,0.45 %,0.03 %,44827.49,201.31,12.22,4.6,1066.0,1667.2,-0.1,984.0,814.7,-1.0,998.0,720.1,12216.62 %,36.17 %,103.44 %,122.2,360.9,744.9,6276.98 %,41.81 %,133.59 %,286.3,445.7,2227.2,47.6,3369.6,65007.1,-2.5,3055.7,34036.1,-6.1,3088.3,27267.9,4401.62 %,40.43 %,87.76 %,268.5,1248.6,23930.1,14786.61 %,47.63 %,139.70 %,7045.6,1605.0,90814.5,106.2,17908.4,4712.8,19.9,17035.6,423.2,24.4,16182.6,113.8,1026.88 %,29.33 %,309.36 %,250.6,4746.0,351.9,1463.34 %,35.86 %,231.11 %,1553.4,6422.5,10891.6,2.7,234.5,129.7,1.6,175.5,59.6,2.3,230.1,72.3,8889.15 %,114.30 %,329.56 %,204.5,262.9,238.1,7698.86 %,115.83 %,969.22 %,210.0,271.6,1257.1,20.5,1076.0,253.7,12.9,1074.6,115.8,17.3,1074.8,81.9,1051.99 %,4.07 %,307.23 %,182.0,43.7,251.7,981.44 %,5.39 %,189.93 %,200.8,58.0,481.9
B103A2,,4010921,17965,1145,100.00 %,0.45 %,0.03 %,100.00 %,0.45 %,0.03 %,44565.66,199.61,12.72,4.6,1073.6,1608.9,-0.1,988.7,767.7,-1.0,1003.3,684.1,12216.62 %,36.60 %,107.86 %,122.2,367.2,737.9,6650.59 %,42.60 %,134.46 %,306.9,457.3,2163.4,47.7,3399.1,62888.6,-2.4,3077.5,33556.2,-6.6,3106.5,27402.1,4065.92 %,40.46 %,89.00 %,268.4,1256.8,24387.4,16133.14 %,47.85 %,138.50 %,7690.3,1626.3,87100.5,106.2,18004.4,4393.0,19.8,17105.4,369.1,24.3,16259.1,106.4,1031.72 %,29.59 %,332.19 %,250.7,4810.7,353.5,1517.17 %,36.51 %,238.56 %,1610.9,6573.1,10479.9,2.5,234.9,78.2,1.5,175.9,48.6,2.2,232.6,50.0,9286.47 %,113.33 %,455.75 %,204.3,263.6,227.9,8235.67 %,116.99 %,331.38 %,209.1,274.9,259.0,20.4,1075.6,236.0,12.8,1074.3,101.7,17.2,1074.2,75.8,1057.61 %,4.10 %,339.21 %,182.1,44.1,257.0,984.18 %,5.02 %,200.57 %,200.8,54.0,473.4
B103A3,,4030736,18178,1124,100.00 %,0.45 %,0.03 %,100.00 %,0.45 %,0.03 %,44785.74,201.98,12.49,4.6,1076.0,1676.5,-0.1,990.3,789.2,-0.9,1003.0,724.2,13606.97 %,36.85 %,102.92 %,122.5,369.5,745.4,5748.07 %,43.02 %,134.64 %,261.6,462.9,2257.2,50.1,3383.6,64310.1,-2.6,3062.9,33333.5,-6.5,3088.9,27343.3,4128.47 %,40.25 %,87.94 %,268.4,1243.2,24047.0,20167.02 %,48.46 %,141.43 %,10109.0,1639.9,90950.8,106.4,17955.6,4630.0,20.0,17057.7,416.3,24.5,16189.6,110.9,1022.69 %,29.25 %,324.74 %,250.6,4735.1,360.0,1412.92 %,36.54 %,220.71 %,1503.7,6561.2,10218.6,2.7,236.6,133.1,1.6,178.6,51.2,2.1,235.4,62.4,9728.68 %,113.12 %,383.36 %,204.3,266.3,239.2,8872.71 %,116.84 %,1301.78 %,236.1,276.4,1732.5,20.4,1077.2,248.1,12.9,1075.6,110.1,17.3,1075.2,79.4,1051.28 %,4.16 %,324.00 %,182.0,44.8,257.4,982.10 %,5.79 %,196.94 %,200.8,62.3,488.6
B104A1,,4023562,18606,1123,100.00 %,0.46 %,0.03 %,100.00 %,0.46 %,0.03 %,44706.00,206.73,12.48,4.9,1101.7,1738.8,0.0,1019.6,783.1,-0.9,1032.5,672.6,13590.50 %,36.30 %,102.06 %,122.3,374.8,686.4,6634.44 %,41.44 %,144.26 %,328.2,456.6,2508.4,48.3,3494.8,66742.2,-2.4,3168.0,33433.4,-6.3,3186.3,25446.1,4259.53 %,40.30 %,84.03 %,268.4,1284.1,21382.8,14379.41 %,47.79 %,147.71 %,6940.9,1670.2,98583.6,112.3,18603.4,4960.4,20.3,17692.7,394.8,25.0,16860.3,102.3,1002.83 %,29.76 %,342.75 %,250.7,5017.8,350.6,1427.42 %,35.80 %,234.02 %,1602.9,6660.8,11608.4,2.8,246.7,88.6,1.7,187.6,53.7,2.2,246.9,55.5,9293.21 %,107.84 %,415.40 %,204.5,266.2,230.5,7492.12 %,112.79 %,314.21 %,209.1,278.2,278.3,20.9,1077.7,247.3,13.1,1076.3,105.6,17.7,1075.9,71.6,1031.20 %,4.02 %,357.48 %,182.1,43.2,256.0,964.71 %,5.30 %,196.72 %,201.2,57.1,486.4
B104A2,,4016838,18448,1122,100.00 %,0.46 %,0.03 %,100.00 %,0.46 %,0.03 %,44631.29,204.98,12.47,4.7,1104.8,1682.3,-0.1,1021.1,802.3,-0.9,1031.6,695.4,13574.03 %,35.94 %,102.81 %,122.2,370.8,715.0,5548.71 %,41.70 %,135.74 %,263.2,460.7,2283.5,45.5,3465.0,65826.4,-2.6,3144.0,34450.1,-6.7,3160.6,27140.6,4005.23 %,40.53 %,85.84 %,268.4,1281.1,23298.6,13561.92 %,46.85 %,140.31 %,6164.6,1623.3,92359.4,110.2,18522.3,4548.2,19.9,17632.0,342.2,24.2,16791.8,93.6,1035.37 %,29.66 %,351.96 %,250.6,4980.6,329.4,1330.97 %,35.27 %,239.67 %,1466.1,6532.5,10900.6,2.6,251.6,89.7,1.6,190.0,54.5,2.1,249.1,56.8,9728.68 %,109.52 %,434.99 %,204.3,272.9,247.1,8019.54 %,110.69 %,322.88 %,208.9,278.5,289.6,20.5,1078.2,227.6,12.8,1076.9,91.1,17.1,1076.4,67.8,1062.06 %,4.03 %,356.43 %,181.9,43.4,241.5,979.78 %,5.12 %,207.97 %,201.0,55.2,473.3
B104A3,,4100043,18744,1129,100.00 %,0.46 %,0.03 %,100.00 %,0.46 %,0.03 %,45555.86,208.27,12.54,4.9,1113.1,1592.6,0.1,1028.0,746.1,-0.8,1036.9,705.6,15252.25 %,36.53 %,105.73 %,122.0,378.8,746.0,5887.35 %,41.79 %,138.71 %,287.9,465.2,2209.1,46.4,3514.7,62435.4,-2.4,3186.0,32437.1,-6.2,3190.6,25639.5,4325.84 %,39.81 %,84.49 %,268.2,1270.2,21662.1,17140.61 %,47.75 %,144.82 %,7953.8,1678.1,90418.8,110.5,18596.5,4326.2,19.9,17676.8,337.0,24.3,16790.9,113.5,1031.11 %,29.73 %,298.61 %,250.6,4991.2,338.9,1455.29 %,35.88 %,239.08 %,1607.9,6672.9,10343.3,2.8,259.9,71.5,1.7,195.6,44.9,2.1,257.4,58.2,9735.74 %,104.25 %,391.28 %,204.5,268.4,227.7,7585.77 %,106.87 %,379.53 %,209.3,277.7,271.5,20.5,1077.4,235.1,12.9,1076.0,97.9,17.2,1076.1,79.5,1059.52 %,3.99 %,302.55 %,182.0,43.0,240.5,979.72 %,5.26 %,196.58 %,200.9,56.7,462.2
B105A1,,4152405,19271,1097,100.00 %,0.46 %,0.03 %,100.00 %,0.46 %,0.03 %,46137.62,214.12,12.19,4.9,1138.9,1575.3,0.0,1053.9,723.1,-1.0,1063.2,649.3,12186.97 %,35.95 %,106.70 %,121.9,382.2,692.8,5165.33 %,41.53 %,138.78 %,253.6,473.0,2186.2,43.2,3584.3,60840.5,-2.5,3252.4,32027.1,-6.6,3268.4,25904.7,4065.92 %,39.98 %,86.55 %,268.4,1306.6,22421.4,14636.04 %,47.21 %,142.90 %,6318.0,1692.0,86940.6,114.9,19279.9,4336.3,20.1,18331.6,329.2,24.4,17507.4,83.6,1026.28 %,29.86 %,384.13 %,250.4,5227.6,321.1,1455.50 %,35.84 %,233.37 %,1673.1,6910.5,10119.7,2.7,262.9,73.8,1.6,199.5,42.2,2.1,259.1,44.3,9742.80 %,102.54 %,547.19 %,204.6,265.7,242.4,7816.33 %,105.92 %,376.37 %,210.2,278.5,277.8,20.7,1075.0,225.7,13.0,1073.7,91.1,17.3,1073.6,62.3,1050.71 %,3.85 %,386.25 %,182.0,41.3,240.7,971.61 %,5.15 %,204.99 %,201.1,55.3,462.7
B105A2,,4149026,19511,1049,100.00 %,0.47 %,0.03 %,100.00 %,0.47 %,0.03 %,46100.04,216.79,11.66,4.9,1137.3,1663.2,0.0,1053.2,785.9,-0.9,1065.8,694.8,13557.55 %,36.14 %,106.69 %,122.0,385.2,741.3,5299.09 %,41.17 %,134.38 %,260.7,468.2,2234.9,38.8,3597.8,63636.4,-2.6,3261.5,33931.7,-6.4,3285.4,27145.5,4195.29 %,40.70 %,85.74 %,268.5,1337.3,23275.3,11567.19 %,47.47 %,135.59 %,4486.2,1707.8,86286.0,115.6,19271.3,4768.8,20.3,18336.6,371.3,24.7,17494.9,114.9,1016.81 %,30.01 %,308.13 %,251.2,5249.4,354.0,1290.62 %,35.66 %,246.15 %,1491.8,6872.2,11738.7,2.6,260.5,82.8,1.5,194.7,43.8,2.1,258.0,53.5,9749.86 %,104.87 %,476.93 %,204.7,270.6,255.2,7950.07 %,107.65 %,352.53 %,209.1,280.4,292.0,20.8,1074.5,238.0,13.0,1073.2,107.1,17.5,1072.7,84.5,1042.56 %,3.84 %,305.33 %,182.3,41.2,257.9,969.90 %,5.25 %,201.11 %,201.4,56.5,478.6
B105A3,,4047780,18596,894,100.00 %,0.46 %,0.02 %,100.00 %,0.46 %,0.02 %,44975.16,206.62,9.93,4.8,1139.0,1742.2,0.0,1054.1,754.7,-1.0,1068.4,613.9,12186.97 %,35.59 %,100.21 %,121.9,380.2,615.2,5334.30 %,41.42 %,145.80 %,256.6,471.8,2540.1,44.9,3587.8,67876.7,-2.6,3255.9,32547.3,-6.7,3257.4,24481.0,4007.45 %,40.42 %,85.68 %,268.5,1316.5,20974.5,13602.42 %,47.20 %,150.47 %,6113.0,1693.5,102131.4,114.0,19230.8,5201.6,20.1,18305.9,407.0,24.5,17527.9,127.4,1025.72 %,29.78 %,272.66 %,251.3,5219.9,347.4,1358.02 %,35.28 %,248.19 %,1548.3,6785.2,12910.0,2.5,263.0,102.6,1.5,196.8,63.0,2.0,257.7,63.3,10229.94 %,103.95 %,391.38 %,204.6,267.8,247.7,8234.64 %,105.20 %,295.34 %,209.1,276.6,303.1,20.6,1075.2,247.0,13.0,1073.8,116.2,17.3,1073.2,87.7,1051.31 %,3.90 %,293.62 %,182.4,41.9,257.6,976.06 %,5.32 %,193.20 %,201.2,57.2,477.3
B106A1,,4149843,17349,922,100.00 %,0.42 %,0.02 %,100.00 %,0.42 %,0.02 %,46109.36,192.77,10.24,4.8,1169.6,1536.8,0.1,1085.0,695.2,-0.7,1098.7,602.7,17431.14 %,35.30 %,101.30 %,122.0,387.8,610.5,6214.14 %,40.68 %,147.45 %,296.7,475.9,2266.1,45.4,3812.2,58543.8,-2.3,3458.5,30117.3,-6.1,3481.3,23628.8,4399.19 %,40.30 %,82.81 %,268.4,1402.8,19567.2,17125.13 %,46.69 %,150.32 %,7768.2,1779.8,88004.2,110.9,20137.9,4860.7,20.2,19199.2,396.8,24.8,18340.9,130.9,1011.52 %,29.37 %,266.17 %,250.9,5387.5,348.4,1635.31 %,34.74 %,239.25 %,1814.3,6995.2,11629.3,2.5,229.1,66.9,1.5,172.2,41.1,2.1,227.0,41.6,9735.74 %,117.24 %,563.46 %,204.5,266.1,234.4,8281.50 %,120.30 %,412.07 %,209.4,275.6,275.8,20.6,1079.0,239.5,13.1,1077.7,110.9,17.5,1077.4,90.6,1038.39 %,3.67 %,280.42 %,182.2,39.5,254.2,970.95 %,5.37 %,197.44 %,200.1,58.0,472.9
B106A2,,4119932,16763,816,100.00 %,0.41 %,0.02 %,100.00 %,0.41 %,0.02 %,45776.83,186.25,9.07,4.8,1158.7,1715.0,0.1,1073.9,792.5,-0.6,1081.3,689.1,20212.78 %,35.53 %,108.00 %,121.3,384.1,744.2,7127.00 %,40.74 %,138.18 %,340.0,472.0,2369.7,38.5,3794.2,64881.1,-2.3,3445.0,33907.7,-6.0,3466.7,27527.0,4470.04 %,40.01 %,86.56 %,268.2,1387.1,23828.3,16804.25 %,46.53 %,140.18 %,6477.4,1765.4,90953.0,107.2,20027.4,5212.6,20.0,19109.5,388.6,24.8,18297.4,105.1,1009.72 %,29.02 %,304.35 %,250.4,5310.7,319.9,1523.21 %,34.35 %,248.62 %,1633.1,6879.2,12959.5,2.6,229.9,90.0,1.6,170.4,51.7,2.2,228.1,66.7,9293.21 %,116.35 %,356.54 %,204.5,265.4,237.8,8080.00 %,118.85 %,309.88 %,208.8,273.2,278.9,20.3,1076.2,248.4,13.0,1074.9,112.0,17.5,1074.6,80.1,1038.01 %,3.65 %,306.06 %,181.9,39.3,245.2,984.79 %,5.18 %,194.52 %,199.5,55.7,483.2
B106A3,,4044558,17110,963,100.00 %,0.42 %,0.02 %,100.00 %,0.42 %,0.02 %,44939.37,190.11,10.70,4.7,1153.4,1596.4,0.1,1068.5,704.0,-0.6,1082.4,599.2,20311.62 %,35.87 %,102.68 %,121.9,388.2,615.3,4947.87 %,41.04 %,146.74 %,230.9,473.3,2342.6,39.3,3777.7,62094.4,-2.2,3426.7,31043.7,-6.2,3443.0,23845.2,4323.45 %,40.15 %,82.82 %,268.1,1382.4,19747.6,12441.97 %,46.90 %,151.02 %,4893.1,1771.6,93773.4,110.2,20075.0,5692.6,20.0,19115.3,451.9,24.6,18275.6,113.2,1018.53 %,29.26 %,321.40 %,250.6,5347.6,363.8,1331.78 %,35.31 %,235.11 %,1468.1,7087.8,13383.8,2.7,236.1,89.0,1.6,176.9,54.8,2.2,234.2,60.4,9293.21 %,113.44 %,372.12 %,204.5,265.7,224.8,7880.25 %,117.81 %,313.48 %,208.9,278.2,279.0,20.4,1073.4,257.7,13.0,1072.1,114.2,17.4,1071.5,84.4,1046.28 %,3.71 %,316.90 %,182.0,39.8,267.5,980.32 %,5.32 %,189.46 %,200.0,57.1,488.3
B107A1,,4129841,17405,629,100.00 %,0.42 %,0.02 %,100.00 %,0.42 %,0.02 %,45887.04,193.39,6.99,4.7,1183.3,1603.4,0.1,1097.6,768.5,-0.5,1112.6,672.3,24433.25 %,35.23 %,101.51 %,122.2,392.0,682.4,5711.87 %,40.65 %,141.26 %,266.5,481.0,2265.0,34.5,3933.3,61218.1,-2.4,3577.1,32177.6,-6.0,3593.8,25220.2,4470.04 %,40.21 %,84.83 %,268.2,1445.2,21395.5,18798.71 %,46.17 %,149.26 %,6479.7,1816.0,91373.0,112.7,20711.8,4768.4,20.0,19771.1,360.5,24.6,19053.3,108.2,1018.53 %,28.65 %,334.06 %,250.6,5458.2,361.5,1537.26 %,34.34 %,234.62 %,1731.8,7111.6,11187.6,2.6,245.9,80.6,1.6,185.9,45.1,2.3,247.1,50.9,8882.71 %,107.52 %,485.27 %,204.3,265.7,247.0,7917.06 %,112.31 %,351.26 %,209.1,276.2,283.2,20.4,1073.8,229.9,13.0,1072.6,98.7,17.4,1071.7,74.1,1044.57 %,3.64 %,354.71 %,182.0,39.1,262.9,981.78 %,5.14 %,203.33 %,199.9,55.2,467.4
